id,area,quartos,banheiros,garagem,idade,localizacao,tipo_imovel,preco
7583,75,3,3,0,15,Zona Norte,Studio,1986698
7584,317,4,2,2,5,Zona Sul,Apartamento,1691933
7585,44,5,2,1,1,Zona Oeste,Apartamento,628363
7586,73,5,2,2,42,Zona Sul,Cobertura,1366370
7587,430,1,3,2,42,Zona Leste,Cobertura,1752933
7588,198,2,1,3,9,Zona Leste,Apartamento,838654
7589,339,4,1,1,3,Zona Oeste,Apartamento,1801081
7590,73,5,3,1,48,Zona Leste,Studio,582311
7591,127,2,2,0,9,Zona Norte,Apartamento,1645446
7592,290,2,2,1,8,Zona Norte,Apartamento,1229564
7593,138,1,1,3,44,Zona Sul,Apartamento,272688
7594,312,2,3,0,42,Centro,Cobertura,245423
7595,401,2,3,2,41,Zona Norte,Apartamento,687765
7596,372,3,1,1,23,Zona Norte,Apartamento,648464
7597,133,1,3,2,4,Zona Oeste,Studio,370124
7598,285,1,3,0,34,Zona Norte,Casa,531299
7599,408,4,1,1,3,Zona Sul,Cobertura,336425
7600,235,2,1,0,34,Zona Oeste,Cobertura,1319023
7601,364,4,3,0,41,Zona Norte,Studio,1102386
7602,72,5,3,1,12,Zona Sul,Apartamento,878150
7603,382,2,1,1,36,Zona Oeste,Casa,1743313
7604,274,5,1,0,31,Centro,Studio,152027
7605,316,3,2,3,44,Zona Sul,Casa,1329379
7606,384,2,3,1,0,Zona Norte,Apartamento,1852190
7607,302,4,3,0,10,Zona Oeste,Casa,169108
7608,112,4,1,2,25,Centro,Studio,650353
7609,139,2,1,2,2,Zona Sul,Apartamento,774639
7610,467,4,2,1,48,Centro,Cobertura,849400
7611,219,2,2,1,12,Zona Sul,Casa,569489
7612,317,1,1,2,31,Zona Norte,Apartamento,820319
7613,453,4,3,0,47,Zona Sul,Apartamento,1116271
7614,426,2,2,0,49,Zona Norte,Studio,585717
7615,280,2,1,0,22,Zona Sul,Apartamento,288923
7616,241,4,1,3,22,Zona Oeste,Studio,1076155
7617,320,1,1,1,29,Zona Sul,Cobertura,1679158
7618,162,4,3,3,5,Zona Sul,Casa,871069
7619,230,2,1,3,6,Zona Leste,Cobertura,930014
7620,314,1,1,3,46,Zona Leste,Studio,201237
7621,355,5,3,3,29,Zona Sul,Cobertura,1577502
7622,438,3,1,0,36,Zona Leste,Casa,1685847
7623,124,4,1,1,47,Zona Norte,Cobertura,1220468
7624,307,2,2,1,31,Zona Leste,Apartamento,1590937
7625,479,1,1,3,5,Zona Sul,Casa,1040616
7626,458,1,3,1,34,Centro,Cobertura,480225
7627,354,5,2,2,31,Centro,Casa,638533
7628,248,4,1,0,11,Zona Sul,Cobertura,1765819
7629,118,1,3,1,3,Zona Sul,Apartamento,1657145
7630,101,5,1,0,31,Centro,Studio,1449819
7631,276,2,2,2,34,Zona Oeste,Cobertura,1971419
7632,158,5,3,0,47,Zona Leste,Casa,880470
7633,241,4,2,2,15,Zona Oeste,Cobertura,829471
7634,457,5,3,3,14,Zona Norte,Studio,931512
7635,372,1,3,1,40,Centro,Apartamento,624261
7636,125,1,1,3,1,Centro,Apartamento,1852600
7637,104,3,3,1,5,Zona Oeste,Studio,429017
7638,452,5,3,3,13,Zona Norte,Apartamento,776141
7639,83,2,1,2,40,Zona Oeste,Cobertura,1898090
7640,373,4,3,1,28,Zona Norte,Casa,333435
7641,488,3,3,3,41,Zona Sul,Cobertura,666640
7642,442,5,3,0,25,Zona Sul,Studio,1281795
7643,83,2,3,0,17,Centro,Cobertura,1346595
7644,247,3,1,3,46,Zona Sul,Cobertura,1257778
7645,45,1,1,2,3,Zona Oeste,Studio,188509
7646,128,4,2,3,36,Zona Norte,Casa,1977783
7647,49,5,3,0,37,Centro,Apartamento,530134
7648,75,2,1,1,24,Zona Sul,Studio,1123471
7649,480,1,3,1,46,Centro,Apartamento,1048120
7650,222,3,1,3,28,Centro,Apartamento,1388775
7651,412,4,2,1,33,Zona Norte,Studio,500114
7652,87,3,3,0,15,Zona Oeste,Casa,216862
7653,466,3,2,1,36,Zona Oeste,Studio,136819
7654,140,2,2,3,29,Zona Leste,Studio,693216
7655,158,1,2,3,22,Zona Oeste,Cobertura,869789
7656,366,5,1,3,35,Zona Sul,Cobertura,1770211
7657,223,2,3,0,27,Zona Leste,Studio,365611
7658,442,4,1,2,0,Zona Leste,Cobertura,259896
7659,369,3,1,1,7,Zona Leste,Casa,404276
7660,355,4,3,3,41,Zona Leste,Cobertura,1254450
7661,37,2,3,2,14,Zona Oeste,Casa,1653221
7662,58,2,3,3,33,Zona Leste,Apartamento,1421651
7663,141,5,3,3,18,Zona Sul,Apartamento,723925
7664,464,3,1,0,43,Zona Sul,Casa,1587362
7665,190,2,3,0,29,Centro,Apartamento,382912
7666,160,4,3,2,9,Zona Sul,Casa,842918
7667,217,5,3,3,43,Centro,Studio,662024
7668,192,4,2,1,26,Zona Sul,Cobertura,831802
7669,226,3,3,1,19,Zona Leste,Apartamento,1200544
7670,393,5,3,1,24,Zona Norte,Apartamento,1591111
7671,233,5,1,2,8,Zona Leste,Studio,1137201
7672,241,5,2,0,39,Zona Oeste,Cobertura,453954
7673,138,1,1,2,33,Centro,Cobertura,1262576
7674,305,5,2,0,20,Zona Norte,Casa,797638
7675,102,4,1,1,23,Zona Sul,Apartamento,884763
7676,196,4,1,1,6,Zona Leste,Cobertura,1348266
7677,289,3,3,0,3,Centro,Apartamento,901580
7678,272,2,3,1,7,Centro,Apartamento,192106
7679,304,2,2,2,12,Zona Sul,Apartamento,1068834
7680,131,1,2,0,20,Centro,Apartamento,1195884
7681,202,5,2,1,34,Zona Sul,Casa,843739
7682,200,1,3,3,4,Zona Sul,Cobertura,1054971
7683,170,3,1,1,7,Zona Leste,Apartamento,1581189
7684,426,3,2,3,1,Centro,Cobertura,1539669
7685,217,2,3,1,23,Zona Oeste,Studio,1591054
7686,470,3,3,3,41,Zona Oeste,Studio,1292347
7687,115,5,1,1,15,Zona Leste,Cobertura,635100
7688,81,4,1,3,3,Zona Leste,Casa,1063009
7689,140,3,3,0,29,Zona Sul,Casa,967192
7690,466,1,1,0,45,Zona Oeste,Studio,924941
7691,394,5,1,3,29,Centro,Apartamento,1814113
7692,371,3,3,1,34,Zona Oeste,Studio,1377327
7693,72,3,2,2,41,Zona Leste,Apartamento,1027175
7694,240,5,2,2,12,Zona Leste,Studio,1683847
7695,485,3,3,2,36,Zona Sul,Studio,1087260
7696,229,4,2,2,48,Centro,Casa,220522
7697,327,2,3,3,48,Zona Leste,Cobertura,291404
7698,375,5,3,0,10,Centro,Cobertura,1115566
7699,269,1,1,0,18,Zona Oeste,Studio,1232803
7700,144,3,2,2,17,Zona Sul,Casa,149686
7701,55,2,3,0,16,Zona Oeste,Apartamento,1752423
7702,436,1,2,3,10,Zona Leste,Studio,1844975
7703,328,1,2,2,14,Zona Leste,Apartamento,710575
7704,106,4,2,3,7,Centro,Apartamento,1465847
7705,441,2,3,3,43,Zona Leste,Casa,1119444
7706,166,5,1,1,28,Centro,Casa,624041
7707,49,2,2,3,16,Zona Norte,Cobertura,1719361
7708,469,2,3,1,25,Zona Leste,Casa,1173553
7709,240,1,2,2,4,Zona Oeste,Studio,578260
7710,269,4,1,3,3,Zona Oeste,Studio,473007
7711,68,4,2,0,23,Centro,Apartamento,1149471
7712,464,2,3,2,10,Zona Norte,Cobertura,1974147
7713,297,2,2,3,29,Zona Leste,Apartamento,564829
7714,236,3,2,3,39,Zona Sul,Apartamento,1054035
7715,468,1,2,0,47,Zona Sul,Cobertura,522258
7716,491,5,1,1,47,Zona Oeste,Apartamento,1627608
7717,296,5,2,3,34,Zona Leste,Cobertura,1200487
7718,183,4,3,3,43,Zona Sul,Apartamento,216927
7719,71,1,2,0,44,Centro,Apartamento,840374
7720,440,4,2,2,32,Zona Leste,Cobertura,1912007
7721,40,5,2,3,35,Zona Oeste,Studio,1406509
7722,323,2,1,1,20,Zona Norte,Apartamento,1166319
7723,127,1,3,1,37,Centro,Apartamento,770949
7724,456,1,2,0,4,Centro,Studio,1608881
7725,304,3,3,1,4,Zona Leste,Cobertura,1167495
7726,477,2,3,3,20,Zona Norte,Cobertura,1238674
7727,419,2,1,1,24,Centro,Studio,311677
7728,459,4,3,3,9,Zona Norte,Cobertura,813891
7729,401,1,2,0,18,Zona Oeste,Casa,1660547
7730,259,4,1,1,31,Centro,Apartamento,904199
7731,398,2,1,3,17,Zona Sul,Cobertura,144200
7732,455,3,3,2,33,Zona Oeste,Studio,1025184
7733,249,1,1,3,47,Zona Oeste,Apartamento,934384
7734,94,2,3,3,14,Centro,Studio,1445883
7735,384,3,3,0,23,Zona Sul,Cobertura,547229
7736,261,5,1,3,4,Zona Norte,Studio,1784678
7737,357,2,2,0,31,Zona Sul,Studio,1446771
7738,472,5,3,3,8,Zona Oeste,Apartamento,819529
7739,81,4,1,3,4,Centro,Apartamento,1522487
7740,403,5,1,3,4,Zona Sul,Cobertura,544276
7741,460,2,3,0,40,Zona Sul,Studio,651488
7742,405,5,3,3,40,Zona Oeste,Studio,438449
7743,292,1,3,0,33,Zona Norte,Cobertura,791289
7744,296,2,3,2,6,Zona Sul,Studio,1960621
7745,388,3,2,0,25,Zona Sul,Studio,640690
7746,346,5,2,2,0,Zona Leste,Studio,1662360
7747,353,1,2,0,33,Zona Oeste,Studio,1173772
7748,438,4,2,0,25,Zona Leste,Casa,140454
7749,425,4,1,3,31,Zona Oeste,Cobertura,368095
7750,183,5,3,1,11,Zona Oeste,Cobertura,1932961
7751,387,4,1,1,5,Zona Leste,Studio,1678246
7752,395,3,1,3,19,Zona Norte,Cobertura,1340603
7753,169,2,2,2,18,Zona Norte,Casa,1062395
7754,456,1,1,3,15,Zona Oeste,Studio,1174665
7755,80,5,2,1,3,Zona Leste,Apartamento,905200
7756,146,4,3,0,31,Zona Sul,Casa,462781
7757,450,2,2,3,17,Zona Oeste,Apartamento,1775517
7758,75,3,3,2,4,Zona Oeste,Cobertura,1396980
7759,338,4,2,3,49,Centro,Cobertura,1778536
7760,117,4,1,1,5,Zona Norte,Cobertura,588739
7761,237,1,1,0,13,Zona Leste,Studio,1000979
7762,406,3,2,1,48,Zona Sul,Casa,322485
7763,298,3,3,1,17,Zona Sul,Casa,1602542
7764,118,5,3,1,9,Zona Oeste,Studio,1295597
7765,410,1,2,1,22,Zona Sul,Studio,361530
7766,147,5,1,0,17,Zona Sul,Cobertura,340849
7767,83,1,3,1,3,Zona Oeste,Casa,911645
7768,470,3,2,2,31,Zona Norte,Cobertura,1475241
7769,145,1,3,2,46,Centro,Casa,920463
7770,147,1,1,1,5,Zona Norte,Studio,1211829
7771,289,1,3,2,25,Zona Norte,Cobertura,952886
7772,104,2,2,1,5,Centro,Casa,1939923
7773,334,2,3,0,34,Zona Oeste,Studio,1538889
7774,36,3,3,0,40,Zona Norte,Apartamento,1821000
7775,395,1,1,2,42,Zona Leste,Cobertura,356815
7776,151,3,1,2,4,Zona Leste,Casa,1948132
7777,40,2,1,1,13,Centro,Casa,968349
7778,377,1,1,3,1,Zona Leste,Cobertura,834130
7779,467,5,2,1,39,Zona Oeste,Casa,1869944
7780,244,2,3,1,12,Zona Sul,Apartamento,131191
7781,458,2,3,0,4,Zona Oeste,Apartamento,1484288
7782,308,2,3,3,46,Centro,Casa,1598873
7783,57,1,3,3,35,Zona Sul,Cobertura,700759
7784,264,4,2,1,35,Zona Leste,Casa,923524
7785,396,5,1,0,49,Zona Norte,Casa,1416678
7786,342,5,3,2,18,Zona Leste,Apartamento,1651767
7787,55,3,3,0,19,Zona Oeste,Studio,1791022
7788,438,1,1,2,21,Zona Oeste,Studio,549738
7789,83,2,1,0,30,Centro,Casa,159051
7790,58,4,3,3,40,Zona Norte,Cobertura,718064
7791,496,1,1,0,46,Zona Norte,Apartamento,1103568
7792,382,1,3,1,43,Zona Sul,Studio,825718
7793,193,4,3,2,3,Zona Sul,Casa,1593955
7794,299,2,3,0,2,Zona Oeste,Cobertura,750334
7795,363,1,3,0,36,Centro,Apartamento,1453845
7796,64,5,3,2,24,Zona Oeste,Studio,194817
7797,315,5,3,0,48,Zona Norte,Studio,1198825
7798,377,4,1,2,36,Zona Norte,Studio,243396
7799,302,2,2,3,3,Zona Oeste,Cobertura,1553385
7800,480,4,2,2,38,Zona Norte,Cobertura,538458
7801,237,1,3,2,6,Zona Sul,Cobertura,159850
7802,267,5,1,3,6,Zona Norte,Casa,1421950
7803,443,3,3,0,48,Zona Sul,Apartamento,453033
7804,122,4,1,0,24,Zona Leste,Casa,509322
7805,202,3,3,3,14,Centro,Apartamento,180741
7806,108,3,3,1,6,Centro,Cobertura,158676
7807,139,5,2,2,46,Zona Norte,Studio,1379401
7808,246,4,1,0,3,Centro,Cobertura,406567
7809,464,3,1,0,33,Zona Leste,Casa,1432554
7810,387,1,2,2,44,Zona Norte,Cobertura,1135091
7811,135,2,2,2,43,Zona Sul,Cobertura,759863
7812,76,2,2,2,41,Zona Leste,Cobertura,1129114
7813,210,5,2,1,18,Zona Leste,Studio,1637330
7814,93,4,1,3,46,Centro,Apartamento,218854
7815,275,4,1,1,48,Zona Sul,Apartamento,253019
7816,273,2,2,1,37,Zona Oeste,Casa,1355572
7817,451,1,3,2,26,Zona Leste,Apartamento,689675
7818,349,2,3,3,4,Centro,Cobertura,1166420
7819,116,2,3,0,12,Zona Leste,Studio,1514405
7820,246,4,3,2,45,Zona Sul,Cobertura,589099
7821,36,3,1,3,13,Zona Sul,Cobertura,338948
7822,307,1,1,0,29,Zona Norte,Casa,635436
7823,366,4,1,1,46,Zona Oeste,Cobertura,1385662
7824,239,2,3,3,47,Zona Oeste,Cobertura,1606056
7825,198,3,2,1,9,Centro,Casa,1269562
7826,359,1,3,1,31,Zona Oeste,Apartamento,1647188
7827,167,5,1,3,0,Zona Sul,Apartamento,375152
7828,470,1,3,0,23,Zona Oeste,Apartamento,476434
7829,420,1,2,3,28,Centro,Casa,742098
7830,410,2,2,0,42,Zona Leste,Casa,264935
7831,335,2,3,2,6,Zona Oeste,Studio,685626
7832,259,5,1,2,30,Zona Oeste,Studio,1748255
7833,337,5,1,2,16,Zona Sul,Cobertura,618904
7834,190,5,1,1,29,Zona Sul,Cobertura,165341
7835,30,4,3,2,24,Zona Leste,Casa,111065
7836,265,4,1,1,27,Zona Norte,Casa,1619758
7837,466,2,3,0,35,Zona Oeste,Studio,1102565
7838,217,2,1,3,6,Zona Sul,Cobertura,1841791
7839,447,5,2,3,34,Zona Norte,Cobertura,1809053
7840,33,4,2,1,19,Zona Oeste,Cobertura,1213583
7841,430,3,1,1,13,Zona Oeste,Apartamento,1979559
7842,161,4,3,1,49,Zona Norte,Studio,289602
7843,456,2,1,0,49,Zona Sul,Apartamento,1715422
7844,247,4,3,0,29,Zona Leste,Cobertura,152510
7845,289,2,2,2,0,Zona Oeste,Casa,951177
7846,30,5,3,2,37,Centro,Studio,574841
7847,100,5,1,3,40,Centro,Apartamento,728649
7848,207,5,2,2,24,Centro,Cobertura,515063
7849,486,3,3,0,33,Zona Leste,Apartamento,116242
7850,218,3,3,0,7,Zona Oeste,Casa,1569692
7851,320,2,2,0,19,Zona Sul,Studio,239969
7852,37,1,1,0,29,Zona Sul,Casa,513480
7853,282,3,2,3,3,Zona Leste,Casa,849824
7854,437,2,1,3,20,Zona Oeste,Studio,545257
7855,496,4,1,0,26,Zona Norte,Cobertura,404633
7856,321,5,3,1,9,Zona Norte,Cobertura,1533329
7857,463,5,1,2,22,Zona Oeste,Apartamento,1483894
7858,273,5,1,3,32,Zona Oeste,Cobertura,238528
7859,152,2,2,1,10,Zona Sul,Cobertura,440587
7860,328,5,2,2,40,Zona Leste,Cobertura,573636
7861,312,3,1,1,18,Zona Leste,Apartamento,554523
7862,61,4,3,0,10,Zona Sul,Studio,1609176
7863,363,5,2,2,3,Centro,Cobertura,1447064
7864,406,2,3,1,22,Zona Norte,Casa,1944746
7865,175,4,2,3,4,Zona Oeste,Cobertura,1112819
7866,185,5,2,3,48,Zona Norte,Cobertura,1351053
7867,442,1,1,3,49,Zona Norte,Studio,241870
7868,45,5,2,2,4,Zona Leste,Casa,1029729
7869,384,3,2,0,17,Zona Sul,Apartamento,165880
7870,76,4,3,0,16,Centro,Cobertura,988963
7871,280,3,2,2,2,Centro,Cobertura,1117042
7872,216,1,2,2,42,Zona Sul,Cobertura,1710444
7873,60,1,3,0,48,Zona Norte,Cobertura,530156
7874,289,3,1,3,7,Zona Sul,Casa,1064534
7875,450,4,1,0,39,Zona Sul,Studio,1485611
7876,46,1,2,0,22,Zona Oeste,Studio,144159
7877,68,1,2,1,22,Zona Oeste,Cobertura,1000161
7878,333,5,3,3,1,Zona Norte,Apartamento,252484
7879,459,2,1,2,38,Zona Leste,Casa,1354129
7880,461,1,1,0,20,Centro,Casa,591158
7881,68,4,1,3,23,Zona Oeste,Apartamento,1539890
7882,161,4,3,2,37,Zona Norte,Cobertura,243426
7883,59,5,3,1,19,Zona Sul,Cobertura,1333367
7884,187,4,3,1,49,Zona Oeste,Cobertura,1128246
7885,307,5,2,3,38,Zona Sul,Apartamento,1357475
7886,232,1,1,0,49,Zona Sul,Casa,692913
7887,95,1,2,2,26,Zona Oeste,Studio,1093803
7888,137,1,2,3,43,Zona Norte,Cobertura,513951
7889,297,1,3,1,38,Centro,Apartamento,1131676
7890,251,2,1,2,6,Zona Norte,Apartamento,537282
7891,321,2,2,2,32,Zona Leste,Cobertura,1802810
7892,47,1,1,0,28,Zona Leste,Apartamento,1671370
7893,119,4,2,1,9,Centro,Cobertura,1947885
7894,210,5,3,1,9,Zona Leste,Cobertura,1672346
7895,284,3,2,1,11,Zona Sul,Cobertura,1666558
7896,484,5,3,2,2,Zona Leste,Casa,1210338
7897,282,3,1,1,2,Zona Oeste,Apartamento,1603684
7898,286,3,2,3,12,Zona Sul,Studio,537084
7899,412,1,2,1,44,Zona Norte,Casa,220883
7900,471,3,3,2,30,Centro,Cobertura,1196208
7901,375,1,3,1,26,Zona Oeste,Apartamento,1843570
7902,116,2,1,1,5,Zona Oeste,Studio,1613186
7903,119,4,3,2,26,Centro,Cobertura,1906368
7904,266,3,1,1,34,Zona Leste,Apartamento,1436647
7905,419,4,2,0,46,Centro,Cobertura,346195
7906,99,1,1,2,8,Centro,Studio,1991300
7907,73,3,1,1,5,Zona Leste,Apartamento,316482
7908,229,5,1,0,5,Zona Norte,Studio,1570355
7909,181,2,2,3,39,Centro,Cobertura,1563120
7910,115,2,2,2,25,Zona Leste,Cobertura,545228
7911,48,3,3,1,42,Zona Oeste,Studio,1079020
7912,130,2,1,2,18,Centro,Casa,1941731
7913,431,5,2,0,15,Centro,Casa,1739473
7914,124,4,1,2,40,Zona Norte,Apartamento,1077337
7915,283,5,1,3,22,Zona Norte,Apartamento,1878333
7916,386,2,1,1,10,Zona Oeste,Casa,220005
7917,59,4,2,3,15,Zona Norte,Studio,785825
7918,278,5,1,0,28,Zona Oeste,Cobertura,632942
7919,455,1,1,2,37,Centro,Cobertura,1574936
7920,62,1,3,1,48,Zona Leste,Apartamento,1642689
7921,487,4,1,1,47,Zona Norte,Apartamento,1362003
7922,258,4,3,0,19,Zona Oeste,Cobertura,1567388
7923,41,4,1,0,20,Zona Norte,Casa,846195
7924,147,1,3,2,27,Zona Norte,Apartamento,1727407
7925,379,5,2,1,49,Zona Sul,Cobertura,1249819
7926,184,4,2,0,32,Centro,Apartamento,328266
7927,452,1,1,1,49,Zona Norte,Casa,402655
7928,422,4,3,2,39,Zona Leste,Studio,1246864
7929,275,4,2,3,25,Zona Sul,Apartamento,1803900
7930,434,4,1,0,9,Zona Oeste,Cobertura,864058
7931,361,1,1,2,33,Zona Oeste,Casa,1222294
7932,276,5,3,3,8,Zona Leste,Cobertura,1227744
7933,58,1,3,2,35,Zona Leste,Casa,194476
7934,190,1,1,0,10,Centro,Studio,349383
7935,264,4,3,2,9,Zona Leste,Studio,200511
7936,219,3,3,1,45,Zona Oeste,Cobertura,1261538
7937,146,3,2,0,6,Centro,Studio,228013
7938,300,3,3,1,37,Zona Leste,Apartamento,1711127
7939,287,1,1,2,15,Zona Leste,Casa,1890071
7940,209,4,3,0,25,Zona Oeste,Casa,1073147
7941,402,3,1,1,31,Centro,Casa,544461
7942,201,2,1,1,30,Zona Sul,Studio,1983481
7943,467,2,3,1,31,Zona Sul,Studio,1446004
7944,303,2,3,3,44,Centro,Apartamento,996381
7945,288,5,3,1,11,Zona Leste,Studio,1052941
7946,164,4,2,1,26,Zona Leste,Casa,580626
7947,200,1,2,2,21,Centro,Apartamento,343146
7948,239,1,3,2,14,Zona Sul,Apartamento,1671034
7949,265,4,1,2,7,Zona Norte,Casa,268939
7950,451,5,3,2,3,Zona Oeste,Cobertura,456282
7951,450,4,2,3,7,Centro,Studio,461592
7952,215,5,2,2,22,Zona Norte,Studio,365152
7953,446,3,3,2,15,Zona Oeste,Casa,1985472
7954,393,3,1,2,47,Zona Norte,Cobertura,1184973
7955,472,5,1,1,33,Zona Norte,Studio,1631217
7956,124,4,2,3,21,Zona Oeste,Cobertura,1171484
7957,407,3,2,2,48,Zona Norte,Casa,1636565
7958,40,4,2,1,22,Zona Sul,Casa,1951201
7959,97,3,1,0,4,Centro,Cobertura,615459
7960,408,4,2,3,36,Zona Sul,Casa,1196245
7961,239,4,2,2,43,Zona Sul,Casa,1811985
7962,225,2,1,1,6,Zona Oeste,Apartamento,895651
7963,398,5,2,0,36,Zona Oeste,Cobertura,898710
7964,127,1,2,0,25,Zona Oeste,Studio,921136
7965,122,5,3,1,27,Zona Norte,Studio,629135
7966,51,4,2,1,3,Zona Norte,Apartamento,920815
7967,479,4,3,3,48,Centro,Casa,1709928
7968,201,5,2,1,31,Zona Norte,Casa,1498745
7969,412,4,2,2,37,Centro,Apartamento,557929
7970,163,3,3,0,45,Zona Sul,Apartamento,620447
7971,455,4,2,2,8,Centro,Casa,1795942
7972,54,5,3,2,35,Centro,Cobertura,1298152
7973,214,5,2,2,25,Zona Oeste,Apartamento,748118
7974,114,5,3,0,10,Zona Norte,Cobertura,1855823
7975,84,2,3,0,19,Zona Leste,Studio,1339258
7976,280,2,2,0,47,Zona Leste,Casa,1567824
7977,173,2,2,1,47,Zona Oeste,Cobertura,1722422
7978,380,2,3,2,47,Zona Sul,Cobertura,1649082
7979,427,2,1,3,37,Zona Sul,Casa,848312
7980,196,2,2,1,14,Zona Sul,Casa,1837820
7981,441,2,2,1,34,Centro,Studio,215791
7982,253,5,1,3,8,Zona Norte,Casa,1073007
7983,249,1,1,2,32,Zona Sul,Cobertura,595707
7984,208,2,3,3,10,Zona Leste,Apartamento,250035
7985,148,5,2,0,21,Centro,Casa,1167090
7986,462,1,3,2,5,Zona Sul,Casa,508649
7987,294,2,2,1,36,Zona Sul,Apartamento,227385
7988,471,1,1,0,49,Zona Norte,Casa,1683547
7989,458,1,3,0,20,Zona Norte,Casa,1077025
7990,179,3,2,1,11,Centro,Apartamento,678306
7991,445,4,2,3,6,Zona Leste,Cobertura,1234438
7992,482,3,1,0,1,Zona Oeste,Studio,1562455
7993,244,1,1,0,38,Zona Leste,Studio,508129
7994,226,5,2,2,40,Zona Norte,Studio,1544504
7995,71,2,1,2,23,Zona Norte,Cobertura,1591308
7996,82,4,1,1,25,Zona Oeste,Studio,279214
7997,472,2,3,1,24,Zona Leste,Cobertura,112497
7998,359,5,2,1,19,Zona Leste,Casa,669478
7999,280,4,3,3,39,Zona Oeste,Studio,990239
8000,324,3,1,0,40,Zona Norte,Apartamento,459898
8001,407,1,2,1,41,Centro,Cobertura,1226993
8002,300,5,1,2,43,Zona Leste,Studio,218342
8003,484,1,1,0,1,Zona Sul,Apartamento,1874071
8004,442,1,2,1,41,Zona Leste,Studio,1816700
8005,152,2,1,0,34,Zona Leste,Cobertura,1547208
8006,396,5,3,0,32,Zona Leste,Cobertura,1326109
8007,416,1,2,0,16,Zona Norte,Casa,309339
8008,368,3,1,1,21,Zona Sul,Cobertura,323915
8009,295,4,1,0,0,Zona Leste,Studio,880410
8010,377,5,1,0,36,Centro,Cobertura,1737664
8011,58,2,2,0,29,Zona Sul,Apartamento,1150561
8012,492,5,3,2,45,Zona Oeste,Casa,1442673
8013,64,2,1,1,5,Centro,Casa,618637
8014,35,4,1,3,40,Zona Oeste,Cobertura,1996342
8015,425,3,1,2,13,Zona Leste,Studio,1017055
8016,140,1,2,0,35,Zona Norte,Casa,440357
8017,323,5,1,0,32,Zona Leste,Studio,224990
8018,106,2,1,3,37,Zona Leste,Studio,226845
8019,378,4,1,3,38,Zona Oeste,Apartamento,1733688
8020,176,1,2,2,5,Zona Leste,Casa,654962
8021,96,4,3,0,25,Centro,Cobertura,954535
8022,421,3,2,3,23,Zona Norte,Studio,1152916
8023,37,1,3,2,32,Zona Oeste,Casa,483140
8024,151,1,3,3,7,Zona Sul,Casa,894585
8025,369,1,2,0,43,Zona Leste,Studio,1735258
8026,204,2,1,0,42,Zona Oeste,Cobertura,1988539
8027,417,1,3,0,33,Zona Leste,Casa,1553876
8028,208,4,1,0,33,Zona Leste,Casa,773655
8029,114,2,3,1,23,Zona Oeste,Cobertura,969062
8030,480,1,1,1,1,Centro,Studio,218778
8031,74,4,1,1,7,Zona Sul,Studio,744219
8032,165,4,2,2,24,Zona Leste,Studio,658646
8033,372,5,1,2,29,Centro,Studio,850499
8034,45,4,3,3,31,Zona Leste,Cobertura,1049437
8035,362,3,1,3,29,Zona Leste,Apartamento,653614
8036,224,1,1,2,6,Centro,Cobertura,1408469
8037,38,1,1,3,47,Zona Leste,Cobertura,1264604
8038,345,1,3,2,23,Zona Sul,Studio,460032
8039,363,4,3,1,8,Zona Oeste,Casa,1001941
8040,362,4,3,2,15,Centro,Cobertura,880484
8041,356,1,1,2,1,Zona Norte,Studio,1521596
8042,44,2,2,3,34,Zona Leste,Casa,1707248
8043,356,2,3,3,33,Zona Oeste,Cobertura,1798924
8044,131,3,1,2,21,Zona Sul,Apartamento,1832378
8045,255,5,3,0,18,Zona Sul,Apartamento,1229680
8046,454,3,2,3,48,Zona Norte,Studio,1324818
8047,307,1,1,2,20,Zona Sul,Casa,1882723
8048,437,1,3,3,11,Zona Oeste,Casa,1575312
8049,142,1,3,0,10,Zona Norte,Studio,454187
8050,457,5,2,3,18,Centro,Studio,1401373
8051,30,4,3,2,5,Zona Norte,Casa,1274009
8052,295,5,1,2,41,Centro,Apartamento,1712566
8053,237,3,1,0,13,Zona Sul,Apartamento,1746385
8054,139,4,2,2,32,Zona Oeste,Cobertura,976874
8055,229,4,2,0,46,Zona Leste,Cobertura,1336171
8056,469,3,2,2,37,Zona Norte,Casa,1336823
8057,398,4,1,2,12,Zona Sul,Apartamento,1799793
8058,335,2,2,3,25,Zona Oeste,Cobertura,846138
8059,41,3,3,3,13,Zona Leste,Apartamento,971738
8060,374,3,3,0,44,Zona Norte,Apartamento,876456
8061,494,2,1,3,23,Zona Oeste,Casa,1188800
8062,217,5,3,1,47,Zona Sul,Apartamento,1431781
8063,183,5,2,0,0,Zona Norte,Casa,633170
8064,397,5,3,1,45,Zona Norte,Cobertura,442496
8065,363,4,2,0,44,Centro,Studio,1822023
8066,454,2,3,1,29,Centro,Apartamento,414373
8067,449,3,1,3,9,Zona Norte,Studio,1679651
8068,406,3,2,3,9,Zona Oeste,Studio,1669538
8069,308,3,3,2,27,Zona Sul,Casa,1391404
8070,200,4,1,1,3,Zona Leste,Apartamento,1675201
8071,163,4,3,2,13,Centro,Apartamento,1134444
8072,482,5,1,0,11,Zona Sul,Cobertura,1326420
8073,456,4,3,1,37,Zona Norte,Studio,154830
8074,54,5,2,2,46,Zona Sul,Studio,643623
8075,47,5,2,0,36,Zona Sul,Casa,1484071
8076,219,3,2,1,9,Zona Sul,Apartamento,1654834
